Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
901,0,25/03/2020 13:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
902,0,25/03/2020 13:50,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1,1,Mala by som zaujem o zaujimavejsiu ponuku.
903,0,25/03/2020 13:58,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
904,0,25/03/2020 14:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,lebo
905,0,25/03/2020 14:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
906,0,25/03/2020 14:10,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
907,0,25/03/2020 14:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,,
908,0,25/03/2020 14:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1,5,
909,0,25/03/2020 14:15,Slovakia,desktop,IE 11.0,Windows 7,3,poplatky cena
910,0,25/03/2020 14:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
911,0,25/03/2020 14:25,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
912,0,25/03/2020 14:30,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,Som spokojny len by mohlo byt viacej internetu v balicku za 40€.Chcel som zobrat aj zariadenie na splatky bez pausalu no cez internet z domu nevybavim.
913,0,25/03/2020 14:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
914,0,25/03/2020 14:41,Slovakia,desktop,Firefox 74.0,Windows 10,,
915,0,25/03/2020 14:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
916,0,25/03/2020 14:56,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,
917,0,25/03/2020 14:57,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
918,0,25/03/2020 14:58,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,
919,0,25/03/2020 15:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
920,0,25/03/2020 15:06,Slovakia,phone,Chrome Mobile 79.0.3945,Android 8.0.0,5,Som spokojná. Vsetko funguje bez problemov 
921,0,25/03/2020 15:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
922,0,25/03/2020 15:19,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,dobré služby
923,0,25/03/2020 15:19,Slovakia,desktop,Safari 13.0.4,Mac OS X 10.15.2,,
924,0,25/03/2020 15:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,"Odkedy mám GO5,rýchlo sa minú dáta."
925,0,25/03/2020 15:27,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
926,0,25/03/2020 15:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,brutálne drahé
927,0,25/03/2020 15:36,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Malo dát v paušáli.
928,0,25/03/2020 15:37,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,"dostupnosť, rýchlosť, 


"
929,0,25/03/2020 15:40,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
930,0,25/03/2020 15:43,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
931,0,25/03/2020 15:57,Slovakia,phone,Samsung Internet 11.0,Android,5,Pokrytie signálu a môcť komunikovať aj v zahraničí. 
932,0,25/03/2020 16:02,Hungary,desktop,Firefox 74.0,Windows 10,,
933,0,25/03/2020 16:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
934,0,25/03/2020 16:24,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,4,Konci mi paušál 06/20
935,0,25/03/2020 16:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
936,0,25/03/2020 16:33,Slovakia,phone,Facebook 262.0.0,Android,3,K paušálu by mohlo byť viac dát.. Nielen 2 GB ale aspoň tých 10 
937,0,25/03/2020 16:37,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.14.6,3,"mat viac internetu, som verny zakaznik "
938,0,25/03/2020 16:50,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
939,0,25/03/2020 16:53,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,kôli volaniua datam
940,0,25/03/2020 17:00,Slovakia,desktop,Edge 16.16299,Windows 10,5,
941,0,25/03/2020 17:12,Slovakia,desktop,Firefox 74.0,Windows 8.1,4,"nemám sa s kým poradiť,lebo ste zrušili predajne v našom okolí."
942,0,25/03/2020 17:49,Slovakia,phone,Chrome Mobile 76.0.3809,Android 8.0.0,1,Lebo môžem telefonovať koľko chcem 😉
943,0,25/03/2020 17:52,Slovakia,desktop,Firefox 74.0,Windows 10,4,
944,0,25/03/2020 17:54,Slovakia,desktop,Firefox 74.0,Windows 10,,
945,0,25/03/2020 17:55,Slovakia,desktop,Firefox 74.0,Windows 10,3,
946,0,25/03/2020 17:58,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,
947,0,25/03/2020 18:02,Slovakia,desktop,Firefox 74.0,Windows 8.1,3,Vasa spolocnost si nevazi zakaznika ktory je u vas viac ako 20 rokov.... To sa mi nepaci a prave preto zvazujem vymenu operatora... 
948,0,25/03/2020 18:05,Slovakia,desktop,Edge 18.18363,Windows 10,3,
949,0,25/03/2020 18:09,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
950,0,25/03/2020 18:22,Germany,phone,Chrome Mobile 80.0.3987,Android 8.1.0,2,
951,0,25/03/2020 18:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,málo dát
952,0,25/03/2020 18:49,Slovakia,phone,Chrome Mobile 71.0.3578,Android,5,
953,0,25/03/2020 18:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
954,0,25/03/2020 18:59,Slovakia,phone,Samsung Internet 11.0,Android,5,
955,0,25/03/2020 19:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,zbytočne drahé a internet nepoužívam
956,0,25/03/2020 19:11,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
957,0,25/03/2020 19:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,nie sú pausály flexibilné.
958,0,25/03/2020 19:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Spolahliva siet, hned vyrieseny pripadny problem"
959,0,25/03/2020 19:29,Slovakia,phone,Samsung Internet 11.1,Android,2,
960,0,25/03/2020 19:35,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
961,0,25/03/2020 19:38,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
962,0,25/03/2020 19:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
963,0,25/03/2020 19:47,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,Lebo nemám žiaden volat a pripraviť sa net kdekoľvek som
964,0,25/03/2020 19:48,Slovakia,desktop,Firefox 74.0,Windows 8.1,,
965,0,25/03/2020 19:51,Slovakia,desktop,Edge 18.18363,Windows 10,,
966,0,25/03/2020 20:12,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
967,0,25/03/2020 20:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
968,0,25/03/2020 20:25,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
969,0,25/03/2020 21:09,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
970,0,25/03/2020 21:23,Slovakia,phone,Samsung Internet 9.0,Android,2,
971,0,25/03/2020 21:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
972,0,25/03/2020 22:26,Slovakia,desktop,IE 11.0,Windows 10,,
973,0,25/03/2020 23:25,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,2,Drahé sluzby
974,0,26/03/2020 00:09,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
975,0,26/03/2020 04:58,Slovakia,phone,Facebook 263.0.0,Android,5,
976,0,26/03/2020 06:01,Slovakia,phone,Facebook 262.0.0,Android 8.0.0,3,Dosť vysoká cena na služby
977,0,26/03/2020 06:43,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,"Vynikajuci internet!  Vynikajuce krytie!
Ceny by mohli byt nizsie"
978,0,26/03/2020 06:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
979,0,26/03/2020 07:03,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
980,0,26/03/2020 07:03,Slovakia,desktop,Edge 18.18362,Windows 10,3,
981,0,26/03/2020 07:10,Slovakia,desktop,Firefox 74.0,Windows 7,5,
982,0,26/03/2020 07:20,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,5,
983,0,26/03/2020 07:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
984,0,26/03/2020 07:40,Slovakia,desktop,Chrome 80.0.3987,Fedora,4,
985,0,26/03/2020 07:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
986,0,26/03/2020 08:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
987,0,26/03/2020 08:02,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
988,0,26/03/2020 08:03,Slovakia,desktop,Firefox 74.0,Windows 10,3,
989,0,26/03/2020 08:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"Ako môžem hodnotiť niečo, čo nemám/nevyužívam?"
990,0,26/03/2020 08:11,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,2,
991,0,26/03/2020 08:21,Slovakia,desktop,Firefox 74.0,Linux,1,"Ja pozeram na ceny a kvality, cena v e SK  je katastrofa, kvalita je velmi dobra. Nechapem, ako je mozne, ze e Polsko ma za €18 mesacne neobmedzene vsetko a 250GB data. Absolutne predrazene ceny, ktore sa na SK drzia len vdaka dohode operatorov a vysokej tolerancii (zatial) zakaznikov. S pozdravom Jano, zijem striedavo SK/PL."
992,0,26/03/2020 08:26,Slovakia,desktop,Edge 17.17134,Windows 10,3,chcelo by to lepsie ponuky pre verných zakaznikov bez toho aby museli klienti ziadat retencne oddelenie sami od seba. 
993,0,26/03/2020 08:30,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
994,0,26/03/2020 08:34,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,
995,0,26/03/2020 08:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
996,0,26/03/2020 08:49,Slovakia,desktop,IE 11.0,Windows 10,3,nemám paušál od Vás a spýtate sa ako som s nim spokojný? :) 
997,0,26/03/2020 09:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,,
998,0,26/03/2020 09:10,France,desktop,IE 11.0,Windows 7,4,
999,0,26/03/2020 09:11,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Nastavenie mi vyhovuje, možno by som zvýšila počet odoslaných správ, pretože je stále mnoho ľudí, ktorým sa dajú posielať len sms"
1000,0,26/03/2020 09:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1001,0,26/03/2020 09:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1002,0,26/03/2020 09:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1003,7686b116,26/03/2020 09:43,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
1004,0,26/03/2020 09:44,Hungary,desktop,Chrome 80.0.3987,Windows 7,3,data
1005,0,26/03/2020 09:45,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
1006,0,26/03/2020 09:45,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,
1007,0,26/03/2020 09:46,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,3,
1008,0,26/03/2020 09:51,Slovakia,desktop,Firefox 74.0,Windows 8.1,5,jednoducho mi vyhovujú
1009,0,26/03/2020 09:59,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,pre volanie s rodinou
1010,0,26/03/2020 10:13,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
1011,0,26/03/2020 10:22,Slovakia,tablet,Mobile Safari UI/WKWebView 13.4,iOS 13.4,2,"Viac pevných dát, nie iba bonusových na určité obdobie"
1012,0,26/03/2020 10:23,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1013,0,26/03/2020 10:24,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1,4,"Skrátka, nie je to až  5 hodnotenie."
1014,0,26/03/2020 10:26,Slovakia,desktop,IE 11.0,Windows 8.1,1,
1015,0,26/03/2020 10:41,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
1016,0,26/03/2020 10:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1017,0,26/03/2020 10:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1018,0,26/03/2020 10:59,Hungary,phone,Chrome Mobile 80.0.3987,Android,5,Igen 
1019,0,26/03/2020 11:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1020,0,26/03/2020 11:06,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
1021,0,26/03/2020 11:09,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.1.0,4,
1022,0,26/03/2020 11:23,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
1023,0,26/03/2020 11:48,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,5,"Som spokojná, no potrebujem synovi zmeniť Primu na paušál a ako to z robiť cez online? "
1024,0,26/03/2020 11:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1025,0,26/03/2020 11:58,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1026,0,26/03/2020 12:05,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,malo dat a vela penazi 
1027,0,26/03/2020 12:13,Slovakia,desktop,Firefox 74.0,Windows 10,4,
1028,0,26/03/2020 12:22,Slovakia,desktop,Firefox 74.0,Windows 10,3,Nízky dátový limit
1029,0,26/03/2020 12:28,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1030,0,26/03/2020 12:32,Slovakia,desktop,Firefox 74.0,Windows 10,3,
1031,0,26/03/2020 12:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1032,0,26/03/2020 12:39,Slovakia,desktop,Opera 57.0.2830,Linux,3,
1033,0,26/03/2020 12:57,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1034,0,26/03/2020 12:59,Slovakia,desktop,Firefox 74.0,Windows 10,,
1035,0,26/03/2020 13:01,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4, 
1036,0,26/03/2020 13:03,Slovakia,desktop,Firefox 74.0,Windows 8.1,,
1037,0,26/03/2020 13:09,Slovakia,desktop,Chrome 70.0.3538,Windows 10,5,
1038,0,26/03/2020 13:10,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1039,0,26/03/2020 13:14,Slovakia,desktop,IE 11.0,Windows 10,,
1040,0,26/03/2020 13:15,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
1041,0,26/03/2020 13:20,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,ak nemám dobrý signál tak mi je aj 1000GB na nič
1042,0,26/03/2020 13:22,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1043,0,26/03/2020 13:28,Slovakia,desktop,Edge 18.18362,Windows 10,1,zle pausaly  oproti konkuren
1044,0,26/03/2020 13:32,Slovakia,desktop,Samsung Internet 1.1,Tizen 2.4,4,
1045,0,26/03/2020 13:35,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,Platim velmi vela
1046,0,26/03/2020 13:42,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,,
1047,0,26/03/2020 13:46,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1048,0,26/03/2020 14:08,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1049,0,26/03/2020 14:11,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Vysoká cena dat
1050,0,26/03/2020 14:30,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
1051,0,26/03/2020 14:35,Slovakia,desktop,Chrome 43.0.2357,Windows 7,4,mám predstavu že by paušály mali byť za menšiu cenu a s viac dátami
1052,0,26/03/2020 14:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1053,0,26/03/2020 14:41,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1054,0,26/03/2020 14:41,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1055,0,26/03/2020 14:49,Slovakia,phone,Facebook 262.0.0,Android 5.1,2,Pausal je v poriadku nemam ziadne vyhrady len velmi casto mi vypadava signal
1056,0,26/03/2020 14:58,Slovakia,phone,Samsung Internet 11.1,Android,,
1057,0,26/03/2020 15:00,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,3,
1058,0,26/03/2020 15:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1059,0,26/03/2020 15:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1060,0,26/03/2020 15:06,Slovakia,desktop,Edge 18.18363,Windows 10,4,
1061,0,26/03/2020 15:20,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1062,0,26/03/2020 15:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,Paušal ako paráda.. premna málo dát
1063,0,26/03/2020 15:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1064,0,26/03/2020 15:43,Slovakia,phone,Chrome Mobile WebView 80.0.3987,Android,3,
1065,0,26/03/2020 15:44,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
1066,0,26/03/2020 15:46,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,volajte mi už
1067,0,26/03/2020 16:03,Slovakia,desktop,Firefox 74.0,Windows 10,,
1068,0,26/03/2020 16:04,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,,
1069,0,26/03/2020 16:24,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,1,"nemám paušál v e, som zákazníkom telekomu, končí sa mi viazanosť a hľadám výhody u iných operátorov "
1070,0,26/03/2020 16:24,Czechia,desktop,Edge 15.15063,Windows 10,1,
1071,0,26/03/2020 16:25,Slovakia,desktop,IE 11.0,Windows 10,3,"Dobrý deň,
zatiaľ, nevyužívam tento paušál.
S pozdravom"
1072,0,26/03/2020 16:25,Slovakia,desktop,Firefox 56.0,Windows 7,3,
1073,0,26/03/2020 16:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,4,hu
1074,0,26/03/2020 16:29,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,
1075,0,26/03/2020 16:50,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.14.6,2,"Zdravim, mal som pausal 30 go s 50% zlavou, teraz platim nepirmerane vela, uvazujem o zmene operatora."
1076,0,26/03/2020 16:56,Slovakia,tablet,Firefox Mobile 68.0,Android 4.2.2,3,tak
1077,0,26/03/2020 17:12,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,5,
1078,0,26/03/2020 17:28,Slovakia,phone,Samsung Internet 11.1,Android,2,
1079,0,26/03/2020 17:30,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1080,0,26/03/2020 17:45,Slovakia,desktop,Safari 13.1,Mac OS X 10.14.6,5,
1081,0,26/03/2020 17:51,Slovakia,desktop,Chrome 80.0.3987,Windows 8,5,
1082,0,26/03/2020 18:16,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,,
1083,0,26/03/2020 18:20,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.5,,
1084,0,26/03/2020 18:23,Slovakia,phone,Samsung Internet 11.1,Android,4,
1085,0,26/03/2020 18:24,Slovakia,desktop,Edge 18.18362,Windows 10,4,
1086,0,26/03/2020 18:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1087,0,26/03/2020 18:29,Slovakia,desktop,Chrome 49.0.2623,Windows XP,2,
1088,0,26/03/2020 18:34,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,,
1089,0,26/03/2020 18:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1090,0,26/03/2020 18:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,vyhovuje mi
1091,0,26/03/2020 18:57,Slovakia,desktop,IE 11.0,Windows 10,3,"zatiaľ nemám paušal GO, takže neviem posúdiť či je alebo nie je výhodný."
1092,0,26/03/2020 19:00,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,3,
1093,0,26/03/2020 19:01,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,5,Volanie do všetkých sietí mobilné dáta ktoré využijem hlavne v práci
1094,0,26/03/2020 19:10,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1095,0,26/03/2020 19:19,Slovakia,phone,Samsung Internet 11.1,Android,5,
1096,0,26/03/2020 19:25,Slovakia,desktop,IE 11.0,Windows 7,,
1097,0,26/03/2020 19:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,5,
1098,0,26/03/2020 19:27,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
1099,0,26/03/2020 19:36,Slovakia,phone,Chrome Mobile 71.0.3578,Android,,
1100,0,26/03/2020 19:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,"Neviem nájsť na stránke, kde môžem urobiť zmenu tel. Čísla pre telefonovanie zadarmo"
1101,0,26/03/2020 19:43,Slovakia,desktop,Firefox 74.0,Windows 10,,
1102,0,26/03/2020 19:46,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,5,"Mám dobrú cenu. Hneď ako skončí výhodná cena, budem pozerať ďalej. Aj v konkurencii"
1103,0,26/03/2020 19:57,Slovakia,desktop,Chrome 49.0.2623,Windows XP,1,+
1104,0,26/03/2020 19:58,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,vysoká cena
1105,0,26/03/2020 20:04,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,mali by ste poskytovať určité zľavy aj pre seniorov - dôchodcov.
1106,0,26/03/2020 20:15,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1107,0,26/03/2020 20:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1108,0,26/03/2020 20:19,Slovakia,desktop,Firefox 74.0,Windows 10,5,"idealne vyskladany poausal
"
1109,0,26/03/2020 20:41,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1110,0,26/03/2020 20:49,Slovakia,desktop,Firefox 74.0,Windows 7,5,
1111,0,26/03/2020 21:04,Slovakia,desktop,IE 11.0,Windows 10,5,
1112,0,26/03/2020 21:51,Slovakia,phone,Facebook 190.0.0,Android 8.1.0,4,Aby boli spokojný zakaznici
1113,0,26/03/2020 21:52,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1114,0,26/03/2020 21:59,Slovakia,phone,Facebook 263.0.0,Android,,
1115,0,26/03/2020 22:58,Slovakia,desktop,Edge 18.18362,Windows 10,,
1116,0,27/03/2020 04:31,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,2,Dlho nemam pponuknuty pausal
1117,0,27/03/2020 05:15,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,3,
1118,0,27/03/2020 05:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
1119,0,27/03/2020 05:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Málo dát v GO 20 a GO 30 moj návrh je 3 GB a 6 GB.
1120,0,27/03/2020 06:00,Slovakia,desktop,Edge 18.17763,Windows 10,,
1121,0,27/03/2020 06:02,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,5,Môžeme sa dovolať do všetkých sieti a za prijateľnú cenu..
1122,0,27/03/2020 06:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1123,0,27/03/2020 06:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,"Nevyhovuje mi ani jeden paušál. Tie ponuky sú dosť slabé. Chcel by som paušál, kde by bolo aspoň 7 GB dát, 100 minút do všetkých sietí, SMS/MMS 100 ks do všetkých sietí a neobmedzené volania na 5 čísiel do u. To všetko za cenu do 15eur. "
1124,0,27/03/2020 06:47,Slovakia,tablet,Chrome Mobile iOS 45.0.2454,iOS 9.3.5,,
1125,0,27/03/2020 07:04,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,"Príliš nízky počet dat,v danom paušály"
1126,0,27/03/2020 07:13,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Viac dát by to chcelo
1127,0,27/03/2020 07:18,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,,
1128,0,27/03/2020 07:28,Slovakia,desktop,Edge 18.18363,Windows 10,3,
1129,0,27/03/2020 07:31,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1130,0,27/03/2020 07:38,Slovakia,desktop,Chrome 72.0.3626,Windows 7,3,
1131,0,27/03/2020 07:40,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1132,0,27/03/2020 07:45,Slovakia,tablet,Chrome 80.0.3987,Android,3,Oproti iným drahe
1133,0,27/03/2020 07:54,Slovakia,tablet,Chrome 80.0.3987,Android 4.4.2,,
1134,0,27/03/2020 07:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1135,0,27/03/2020 08:02,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1136,0,27/03/2020 08:03,Slovakia,tablet,Mobile Safari 13.0.5,iOS 13.3.1,1,"Tvl, prave som opdovedal ze ziasny pausal od vas nemam"
1137,0,27/03/2020 08:05,Slovakia,desktop,Edge 18.18363,Windows 10,,
1138,0,27/03/2020 08:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1139,0,27/03/2020 08:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Dobré služby a ponuky ale hlavne pokrytie signálom.
1140,0,27/03/2020 08:09,Slovakia,desktop,Firefox 74.0,Windows 10,,
1141,0,27/03/2020 08:12,Slovakia,desktop,Edge 18.18363,Windows 10,4,
1142,0,27/03/2020 08:20,Slovakia,desktop,Firefox 74.0,Windows 7,4,
1143,0,27/03/2020 08:23,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1144,0,27/03/2020 08:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,1,
1145,0,27/03/2020 08:45,Slovakia,desktop,Firefox 74.0,Windows 8.1,5,
1146,0,27/03/2020 08:48,Slovakia,desktop,Firefox 68.0,Windows 10,2,
1147,0,27/03/2020 08:58,Slovakia,desktop,Opera 67.0.3575,Windows 7,4,
1148,0,27/03/2020 09:01,Slovakia,desktop,IE 11.0,Windows 7,1,"Dobrý deň. Na to, že platím stále veľké FA je to nízky balík dát. Akurát teraz ste dali 10GB darček ok, super!!! ale inak pri mojom balíku za 20e kde stále platím cez 30-40e je to slabý nízky balík, oproti iným operátorom. Privítala by som úpravu programu, resp. vyplatím mobil, ktorý som brala, zmením paušál na vyšší a vzala by som iný mobil. Ak viete s týmto pomôcť a vyjsť v ústrety.....bolo by super. Bortáková"
1149,0,27/03/2020 09:05,Slovakia,desktop,Edge 18.18362,Windows 10,,
1150,0,27/03/2020 09:09,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,"Nechcete mi dat paušál, a roky som bol vašim zakaznikom"
1151,0,27/03/2020 09:19,Slovakia,desktop,Edge 18.18362,Windows 10,,
1152,0,27/03/2020 09:20,Slovakia,desktop,Firefox 74.0,Windows 7,,
1153,0,27/03/2020 09:22,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,Konkurencia ponúka porovnateľné služby lacnejšie.
